,description,book_id
136,"
Writing with the telegraphic swiftness and microscopic sensitivity that have made her one of our most distinguished journalists, Joan Didion creates a shimmering novel of innocence and evil.A Book of Common Prayer is the story of two American women in the derelict Central American nation of Boca Grande. Grace Strasser-Mendana controls much of the country's wealth and knows
Writing with the telegraphic swiftness and microscopic sensitivity that have made her one of our most distinguished journalists, Joan Didion creates a shimmering novel of innocence and evil.A Book of Common Prayer is the story of two American women in the derelict Central American nation of Boca Grande. Grace Strasser-Mendana controls much of the country's wealth and knows virtually all of its secrets; Charlotte Douglas knows far too little. ""Immaculate of history, innocent of politics,"" she has come to Boca Grande vaguely and vainly hoping to be reunited with her fugitive daughter. As imagined by Didion, her fate is at once utterly particular and fearfully emblematic of an age of conscienceless authority and unfathomable violence.
...more
",422
137,"
In her moving and insightful new book, Joan Didion reassesses parts of her life, her work, her history and ours. A native Californian, Didion applies her scalpel-like intelligence to the state’s ethic of ruthless self-sufficiency in order to examine that ethic’s often tenuous relationship to reality.Combining history and reportage, memoir and literary criticism, Where I
In her moving and insightful new book, Joan Didion reassesses parts of her life, her work, her history and ours. A native Californian, Didion applies her scalpel-like intelligence to the state’s ethic of ruthless self-sufficiency in order to examine that ethic’s often tenuous relationship to reality.Combining history and reportage, memoir and literary criticism, Where I Was From explores California’s romances with land and water; its unacknowledged debts to railroads, aerospace, and big government; the disjunction between its code of individualism and its fetish for prisons. Whether she is writing about her pioneer ancestors or privileged sexual predators, robber barons or writers (not excluding herself), Didion is an unparalleled observer, and her book is at once intellectually provocative and deeply personal.
...more
",423
138,"
This classic collection of journalism defined the state of America during the upheaval of the sixties revolution. The essays feature barricades and bombings, mass murders and kidnapped heiresses.
",424
139,"
Inez Victor knows that the major casualty of the political life is memory. But the people around Inez have made careers out of losing track. Her senator husband wants to forget the failure of his last bid for the presidency. Her husband's handler would like the press to forget that Inez's father is a murderer. And, in 1975, the year in which much of this bitterly funny
Inez Victor knows that the major casualty of the political life is memory. But the people around Inez have made careers out of losing track. Her senator husband wants to forget the failure of his last bid for the presidency. Her husband's handler would like the press to forget that Inez's father is a murderer. And, in 1975, the year in which much of this bitterly funny novel is set, America is doing its best to lose track of its one-time client, the lethally hemorrhaging republic of South Vietnam.As conceived by Joan Didion, these personages and events constitute the terminal fallout of democracy, a fallout that also includes fact-finding junkets, senatorial groupies, the international arms market, and the Orwellian newspeak of the political class. Moving deftly from Honolulu to Jakarta, between romance, farce, and tragedy, Democracy is a tour de force from a writer who can dissect an entire society with a single phrase.
...more
",425
140,"
(Book Jacket Status: Jacketed)Joan Didion’s incomparable and distinctive essays and journalism are admired for their acute, incisive observations and their spare, elegant style. Now the seven books of nonfiction that appeared between 1968 and 2003 have been brought together into one thrilling collection.Slouching Towards Bethlehem captures the counterculture of the
(Book Jacket Status: Jacketed)Joan Didion’s incomparable and distinctive essays and journalism are admired for their acute, incisive observations and their spare, elegant style. Now the seven books of nonfiction that appeared between 1968 and 2003 have been brought together into one thrilling collection.Slouching Towards Bethlehem captures the counterculture of the sixties, its mood and lifestyle, as symbolized by California, Joan Baez, Haight-Ashbury. The White Album covers the revolutionary politics and the “contemporary wasteland” of the late sixties and early seventies, in pieces on the Manson family, the Black Panthers, and Hollywood. Salvador is a riveting look at the social and political landscape of civil war. Miami exposes the secret role this largely Latin city played in the Cold War, from the Bay of Pigs through Watergate. In After Henry Didion reports on the Reagans, Patty Hearst, and the Central Park jogger case. The eight essays in Political Fictions–on censorship in the media, Gingrich, Clinton, Starr, and “compassionate conservatism,” among others–show us how we got to the political scene of today. And in Where I Was From Didion shows that California was never the land of the golden dream.
...more
",426
141,"
It is where Fidel Castro raised money to overthrow Batista and where two generations of Castro's enemies have raised armies to overthrow him, so far without success. It is where the bitter opera of Cuban exile intersects with the cynicism of U.S. foreign policy. It is a city whose skyrocketing murder rate is fueled by the cocaine trade, racial discontent, and an undeclared
It is where Fidel Castro raised money to overthrow Batista and where two generations of Castro's enemies have raised armies to overthrow him, so far without success. It is where the bitter opera of Cuban exile intersects with the cynicism of U.S. foreign policy. It is a city whose skyrocketing murder rate is fueled by the cocaine trade, racial discontent, and an undeclared war on the island ninety miles to the south. As Didion follows Miami's drift into a Third World capital, she also locates its position in the secret history of the Cold War, from the Bay of Pigs to the Reagan doctrine and from the Kennedy assassination to the Watergate break-in. Miami is not just a portrait of a city, but a masterly study of immigration and exile, passion, hypocrisy, and political violence.
...more
",427
142,"
A ruthless dissection of American life in the late 1960s, Play It as It Lays captures the mood of an entire generation, the ennui of contemporary society reflected in spare prose that blisters and haunts the reader. Set in a place beyond good and evil - literally in Hollywood, Las Vegas, and the barren wastes of the Mojave Desert, but figuratively in the landscape of an
A ruthless dissection of American life in the late 1960s, Play It as It Lays captures the mood of an entire generation, the ennui of contemporary society reflected in spare prose that blisters and haunts the reader. Set in a place beyond good and evil - literally in Hollywood, Las Vegas, and the barren wastes of the Mojave Desert, but figuratively in the landscape of an arid soul - it remains more than three decades after its original publication a profoundly disturbing novel, riveting in its exploration of a woman and a society in crisis and stunning in the still-startling intensity of its prose.
...more
",428
143,"
This book was written by Don DeLillo under the pseudonym of Cleo Birdwell. In this fictional memoir, Birdwell plays for the New York Rangers hockey team and relates her experiences as the team's goaltender.
",429
144,"
This book was written by Don DeLillo under the pseudonym of Cleo Birdwell. In this fictional memoir, Birdwell plays for the New York Rangers hockey team and relates her experiences as the team's goaltender.
",430
145,"
The remarkable, acclaimed series of interconnected detective novels – from the author of 4 3 2 1: A NovelThe New York Review of Books has called Paul Auster’s work “one of the most distinctive niches in contemporary literature.” Moving at the breathless pace of a thriller, this uniquely stylized triology of detective novels begins with City of Glass, in which Quinn, a
The remarkable, acclaimed series of interconnected detective novels – from the author of 4 3 2 1: A NovelThe New York Review of Books has called Paul Auster’s work “one of the most distinctive niches in contemporary literature.” Moving at the breathless pace of a thriller, this uniquely stylized triology of detective novels begins with City of Glass, in which Quinn, a mystery writer, receives an ominous phone call in the middle of the night. He’s drawn into the streets of New York, onto an elusive case that’s more puzzling and more deeply-layered than anything he might have written himself. In Ghosts, Blue, a mentee of Brown, is hired by White to spy on Black from a window on Orange Street. Once Blue starts stalking Black, he finds his subject on a similar mission, as well. In The Locked Room, Fanshawe has disappeared, leaving behind his wife and baby and nothing but a cache of novels, plays, and poems.This Penguin Classics Deluxe Edition includes an introduction from author and professor Luc Sante, as well as a pulp novel-inspired cover from Art Spiegelman, Pulitzer Prize-winning graphic artist of Maus and In the Shadow of No Towers.
...more
",431
146,"
Nominated for an Edgar award for best mystery of the year, City of Glass inaugurates an intriguing New York Trilogy of novels that The Washington Post Book World has classified as ""post-existentialist private eye... It's as if Kafka has gotten hooked on the gumshoe game and penned his own ever-spiraling version."" As a result of a strange phone call in the middle of the
Nominated for an Edgar award for best mystery of the year, City of Glass inaugurates an intriguing New York Trilogy of novels that The Washington Post Book World has classified as ""post-existentialist private eye... It's as if Kafka has gotten hooked on the gumshoe game and penned his own ever-spiraling version."" As a result of a strange phone call in the middle of the night, Quinn, a writer of detective stories, becomes enmeshed in a case more puzzling than any he might have written. Written with hallucinatory clarity, City of Glass combines dark humor with Hitchcock-like suspense. Ghosts and The Locked Room are the next two brilliant installments in Paul Auster's The New York Trilogy.
...more
",432
147,"
Paul Auster’s signature work, The New York Trilogy, consists of three interlocking novels: City of Glass, Ghosts, and The Locked Room -- haunting and mysterious tales that move at the breathless pace of a thriller.
",433
148,"
The second book in the acclaimed New York Trilogy--a detective story that becomes a haunting and eerie exploration of identity and deception. It is a story of hidden violence that culminates in an inevitable but unexpectedly shattering climax.
",434
149,"
When Fanshaw disappears, leaving behind a wife, a baby and an extraordinary cache of novels, plays and poems, his boyhood friend is lured obsessively into the life that Fanshaw left behind.
",435
150,"
«Todo empezó por un número equivocado, el teléfono sonó tres veces en mitad de la noche y la voz al otro lado preguntó por alguien que no era él.» Así comienza La ciudad de cristal, primera de las tres novelas que conforman La trilogía de Nueva York. A Daniel Quinn, escritor de literatura policíaca, su interlocutor telefónico lo toma por un detective y le encarga un caso.
«Todo empezó por un número equivocado, el teléfono sonó tres veces en mitad de la noche y la voz al otro lado preguntó por alguien que no era él.» Así comienza La ciudad de cristal, primera de las tres novelas que conforman La trilogía de Nueva York. A Daniel Quinn, escritor de literatura policíaca, su interlocutor telefónico lo toma por un detective y le encarga un caso. Quinn, lejos de deshacer el malentendido, se mete en el papel que le han adjudicado y se ve envuelto en una historia repleta de enigmas, complicadas relaciones paternofiliales, locura y delirio. En Fantasmas, segunda de las piezas, un detective privado y el hombre al que tiene que vigilar juegan al escondite en un claustrofóbico universo urbano. Por último, en La habitación cerrada el protagonista se ve confrontado a los recuerdos de un amigo de la infancia cuando la mujer de éste le escribe una carta explicándole que su marido ha desaparecido misteriosamente.La trilogía de Nueva York, una de las obras literarias más memorables de los años ochenta, es uno de los cimientos sobre los que se sustenta el prestigio internacional de Paul Auster. El escritor maneja, manipula y reinventa el género policíaco, del que hace una relectura posmoderna con tintes metafísicos. La trama detectivesca sirve como marco para plantear al lector un fascinante juego de espejos, símbolos, guiños y sorpresas; para explorar un mundo extraño, sombrío y perturbador, poblado de personajes fascinantes y ambiguos. El autor entreteje tres historias independientes que forjan mitos contemporáneos.
...more
",436
151,"
The remarkable, acclaimed series of interconnected detective novels – from the author of 4 3 2 1: A NovelThe New York Review of Books has called Paul Auster’s work “one of the most distinctive niches in contemporary literature.” Moving at the breathless pace of a thriller, this uniquely stylized triology of detective novels begins with City of Glass, in which Quinn, a
The remarkable, acclaimed series of interconnected detective novels – from the author of 4 3 2 1: A NovelThe New York Review of Books has called Paul Auster’s work “one of the most distinctive niches in contemporary literature.” Moving at the breathless pace of a thriller, this uniquely stylized triology of detective novels begins with City of Glass, in which Quinn, a mystery writer, receives an ominous phone call in the middle of the night. He’s drawn into the streets of New York, onto an elusive case that’s more puzzling and more deeply-layered than anything he might have written himself. In Ghosts, Blue, a mentee of Brown, is hired by White to spy on Black from a window on Orange Street. Once Blue starts stalking Black, he finds his subject on a similar mission, as well. In The Locked Room, Fanshawe has disappeared, leaving behind his wife and baby and nothing but a cache of novels, plays, and poems.This Penguin Classics Deluxe Edition includes an introduction from author and professor Luc Sante, as well as a pulp novel-inspired cover from Art Spiegelman, Pulitzer Prize-winning graphic artist of Maus and In the Shadow of No Towers.
...more
",437
152,"
New York Trilogy follows the lead character, Perry, from his days as a student at New York University to his initiation into the gay scene, the early days of the AIDS crisis, and his first relationships.When I began writing this book, I didn't realize that it would eventually become a historical record of a particular time and place, but that is true of any work of art.
New York Trilogy follows the lead character, Perry, from his days as a student at New York University to his initiation into the gay scene, the early days of the AIDS crisis, and his first relationships.When I began writing this book, I didn't realize that it would eventually become a historical record of a particular time and place, but that is true of any work of art. Between the devastation of the AIDS crisis, which has literally wiped out an entire generation of gay men, and the economic transformation of New York City in general, and the East Village in particular, the East Village and New York City of today are virtually unrecognizable from the places I first started writing about in 1981.
...more
",438
153,"
In a futuristic variation upon the modern detective story, we follow Hal as he returns from retirement, seeking the answer to the mysterious disappearance of his ex-girlfriend, last seen with a child prodigy and an unknown older man. We accompany him during his encounters with the jaded individuals who now occupy sullied Manhattan, and share his anguish at the gradual
In a futuristic variation upon the modern detective story, we follow Hal as he returns from retirement, seeking the answer to the mysterious disappearance of his ex-girlfriend, last seen with a child prodigy and an unknown older man. We accompany him during his encounters with the jaded individuals who now occupy sullied Manhattan, and share his anguish at the gradual realization of the devastating effects that Virtual Reality is having upon his fellow citizens, rapidly losing their abilities to interact in the real world.
...more
",439
154,"
New York in 2040 is a city of the lost. A good place to work in Missing Persons. But business is not quite good enough for Hal Halliday to forget his sister, burned alive when only child all those years ago. And now VR offers the chance of bringing her back, the future may yet allow Hal to live in the past. If he can survive the next job ...
",440
155,"
The remarkable, acclaimed series of interconnected detective novels – from the author of 4 3 2 1: A NovelThe New York Review of Books has called Paul Auster’s work “one of the most distinctive niches in contemporary literature.” Moving at the breathless pace of a thriller, this uniquely stylized triology of detective novels begins with City of Glass, in which Quinn, a
The remarkable, acclaimed series of interconnected detective novels – from the author of 4 3 2 1: A NovelThe New York Review of Books has called Paul Auster’s work “one of the most distinctive niches in contemporary literature.” Moving at the breathless pace of a thriller, this uniquely stylized triology of detective novels begins with City of Glass, in which Quinn, a mystery writer, receives an ominous phone call in the middle of the night. He’s drawn into the streets of New York, onto an elusive case that’s more puzzling and more deeply-layered than anything he might have written himself. In Ghosts, Blue, a mentee of Brown, is hired by White to spy on Black from a window on Orange Street. Once Blue starts stalking Black, he finds his subject on a similar mission, as well. In The Locked Room, Fanshawe has disappeared, leaving behind his wife and baby and nothing but a cache of novels, plays, and poems.This Penguin Classics Deluxe Edition includes an introduction from author and professor Luc Sante, as well as a pulp novel-inspired cover from Art Spiegelman, Pulitzer Prize-winning graphic artist of Maus and In the Shadow of No Towers.
...more
",441
156,"
In -The New York Trilogy-, Paul Auster presents the readers a maze of crimes, detectives and culprits that reaches far beyond the bounds of the traditional detective novel. This book analyzes how Auster causes the detective novel's standard formula to collapse and discusses the strategies employed to do so. The analysis focuses on the aspects of identity, language, the
In -The New York Trilogy-, Paul Auster presents the readers a maze of crimes, detectives and culprits that reaches far beyond the bounds of the traditional detective novel. This book analyzes how Auster causes the detective novel's standard formula to collapse and discusses the strategies employed to do so. The analysis focuses on the aspects of identity, language, the relationship between author, reader, culprit and detective as well as the relationship between facts and fiction. To elucidate the structure of -The New York Trilogy-, a geometrical model of the novels' structure is developed.""
...more
",442
157,"
Hal Halliday's partner Barney Kluger is dead and Hal is keeping the business going without really knowing why. The only person who needs him and who keeps him going is the streetgirl who brings him free meals from her noodle bar. But then a holodrama star approaches Hal to find her sister and Hal is drawn into the world of dreams set up by VR magnate Mantoni. Eric Brown is
Hal Halliday's partner Barney Kluger is dead and Hal is keeping the business going without really knowing why. The only person who needs him and who keeps him going is the streetgirl who brings him free meals from her noodle bar. But then a holodrama star approaches Hal to find her sister and Hal is drawn into the world of dreams set up by VR magnate Mantoni. Eric Brown is unique amongst the new generation of British SF writers in the sensitivity and depth of his characterisation. His novels are infused with a strong empathy for ordinary people and display a willingness to examine family, happiness and mortality, using the rules of SF to ask fundamental questions about our lives and beliefs.
...more
",443
158,"
During WWII there was an attempt to achieve invisibility called the Philadelphia Experiment. Afterward occurred the now famous time travel experiments named after the underground base at Montauk Point on Long Island. Now this third book in the Montauk series summarises the events of the first two books and then takes the reader on an even more spectacular journey. The
During WWII there was an attempt to achieve invisibility called the Philadelphia Experiment. Afterward occurred the now famous time travel experiments named after the underground base at Montauk Point on Long Island. Now this third book in the Montauk series summarises the events of the first two books and then takes the reader on an even more spectacular journey. The discovery of ancient pyramids at Montauk leads to a connection with Ancient Egypt and its position as a gateway to other dimensions. Like a psychic detective story beyond the occult, venture into an unprecedented investigation of the mystery schools of the earth and their connection to Egypt, Atlantis, Mars and the star Sirius. Chapters on new psychotronic weapons, the history of Mars, the strange death of Ian Fleming in connection with the Philadelphia Experiment, underground at the Montauk Base.
...more
",444
159,"
When 62 orphans and abandoned children leave New York City on a train headed out West, they have no idea what to expect. Will they get separated from their friends or siblings? Will their new families love them? Will a family even pick them at all? Future events are wilder than any of them could imagine -- ranging from kidnappings and whippings to stowing away on wagon
When 62 orphans and abandoned children leave New York City on a train headed out West, they have no idea what to expect. Will they get separated from their friends or siblings? Will their new families love them? Will a family even pick them at all? Future events are wilder than any of them could imagine -- ranging from kidnappings and whippings to stowing away on wagon trains, from starting orphanages of their own to serving as missionaries to the Apaches. No matter what, their paths are being watched by someone who cares about and carefully plans all their tomorrows.
...more
",445
160,"
Nathan Glass has come to Brooklyn to die. Divorced, retired, estranged from his only daughter, the former life insurance salesman seeks only solitude and anonymity. Then Glass encounters his long-lost nephew, Tom Wood, who is working in a local bookstore—a far cry from the brilliant academic career Tom had begun when Nathan saw him last. Tom's boss is the colorful and
Nathan Glass has come to Brooklyn to die. Divorced, retired, estranged from his only daughter, the former life insurance salesman seeks only solitude and anonymity. Then Glass encounters his long-lost nephew, Tom Wood, who is working in a local bookstore—a far cry from the brilliant academic career Tom had begun when Nathan saw him last. Tom's boss is the colorful and charismatic Harry Brightman—a.k.a. Harry Dunkel—once the owner of a Chicago art gallery, whom fate has also brought to the ""ancient kingdom of Brooklyn, New York."" Through Tom and Harry, Nathan's world gradually broadens to include a new circle of acquaintances. He soon finds himself drawn into a scam involving a forged page of The Scarlet Letter, and begins to undertake his own literary venture, The Book of Human Folly, an account of ""every blunder, every pratfall, every embarrassment, every idiocy, every foible, and every inane act I have committed during my long and checkered career as a man."" The Brooklyn Follies is Paul Auster's warmest, most exuberant novel, a moving, unforgettable hymn to the glories and mysteries of ordinary human life.
...more
",446
161,"
Marco Stanley Fogg is an orphan, a child of the sixties, a quester tirelessly seeking the key to his past, the answers to the ultimate riddle of his fate. As Marco sets out on a journey from the canyons of Manhattan to the deserts of Utah, he encounters a gallery of characters and a series of events as rich and surprising as any in modern fiction.Beginning during the
Marco Stanley Fogg is an orphan, a child of the sixties, a quester tirelessly seeking the key to his past, the answers to the ultimate riddle of his fate. As Marco sets out on a journey from the canyons of Manhattan to the deserts of Utah, he encounters a gallery of characters and a series of events as rich and surprising as any in modern fiction.Beginning during the summer that men first walked on the moon, and moving backward and forward in time to span three generations, Moon Palace is propelled by coincidence and memory, and illuminated by marvelous flights of lyricism and wit. Here is the most entertaining and moving novel yet from an author well known for his breathtaking imagination.
...more
",447
162,"
""One of the most moving accounts of a man trying to come to grips with modern death that is to say, death without God, death without hope of salvation and it reveals the secret meaning of Mallarme's whole aesthetic: the elevation of art to the stature of religion."" Paul Auster, from the Introduction The great French Symbolist poet Stephane Mallarme (1842-1898), who changed
""One of the most moving accounts of a man trying to come to grips with modern death that is to say, death without God, death without hope of salvation and it reveals the secret meaning of Mallarme's whole aesthetic: the elevation of art to the stature of religion."" Paul Auster, from the Introduction The great French Symbolist poet Stephane Mallarme (1842-1898), who changed the course of modern French literature (and influenced writers from James Joyce to T.S. Eliot to Wallace Stevens), suffered many tragedies. His mother died when he was just five years old, but in 1879 the cruelest blow of all struck when his beloved son Anatole died at the age of eight. A Tomb for Anatole presents the 202 fragments of Mallarme's projected long poem in four parts. By far the poet's most personal work, he could never bring himself to complete it. To speak publicly of his immense sorrow, Mallarme concluded, ""for me, it's not possible."" Unpublished in France until 1961, these works are very far from the oblique, cool ""pure poetry"" Mallarme is famous for, poetry that sought to capturepainstakingly""l'absente de tous bouquets"" (the ideal flower absent from all bouquets). Paul Auster, who first published A Tomb for Anatole with the North Point Press in 1983 (a volume long out of print), notes in his excellent introduction that facing ""the ultimate horror of every parent,"" these fragments ""have a startling unmediated quality."" As Mallarme writes, it is ""a vision / endlessly purified / by my tears.""
...more
",448
163,"
Mr. Bones, the canine hero of Paul Auster's astonishing new book, is the sidekick and confidant of Willy G. Christmas, a brilliant and troubled homeless man from Brooklyn. As Willy's body slowly expires, he sets off with Mr. Bones for Baltimore in search of his high school English teacher and a new home for his companion. Mr. Bones is our witness during their journey, and
Mr. Bones, the canine hero of Paul Auster's astonishing new book, is the sidekick and confidant of Willy G. Christmas, a brilliant and troubled homeless man from Brooklyn. As Willy's body slowly expires, he sets off with Mr. Bones for Baltimore in search of his high school English teacher and a new home for his companion. Mr. Bones is our witness during their journey, and out of his thoughts, Paul Auster has spun one of the richest, most compelling tales in American fiction.
...more
",449
164,"
Neon Lit: Paul Auster's City of Glass deftly illustrates why comics is a perfect format for exploring fictions about text: the words become visible objects of the story.
",450
165,"
Chosen by Paul Auster out of the four thousand stories submitted to his radio programme on National Public Radio, these 180 stories provide a wonderful portrait of America in the twentieth century. The requirement for selection was that each of the stories should be true, and each of the writers should not have been previously published. The collection that has emerged
Chosen by Paul Auster out of the four thousand stories submitted to his radio programme on National Public Radio, these 180 stories provide a wonderful portrait of America in the twentieth century. The requirement for selection was that each of the stories should be true, and each of the writers should not have been previously published. The collection that has emerged provides a richly varied and authentic voice for the American people, whose lives, loves, griefs, regrets, joys and sense of humour are vividly and honestly recounted throughout, and adeptly organised by Auster into themed sections. The section composed of war stories stretches as far back as the Civil War, still the defining moment in American history; while the sequence of 'Meditations' conclude the volume with a true and abiding sense of transcendence.The resultant anthology is both an enduring hymn to the strange everyday of contemporary American life and a masterclass in the art of storytelling.
...more
",451
166,"
""One day there is life . . . and then, suddenly, it happens there is death"". So begins THE INVENTION OF SOLITUDE, Paul Auster's moving and personal meditation on fatherhood. After the death of his own father, Auster discovers a 60-year-old family murder mystery that could account for the old man's elusive character. Later the book shifts from Auster's identity as son to
""One day there is life . . . and then, suddenly, it happens there is death"". So begins THE INVENTION OF SOLITUDE, Paul Auster's moving and personal meditation on fatherhood. After the death of his own father, Auster discovers a 60-year-old family murder mystery that could account for the old man's elusive character. Later the book shifts from Auster's identity as son to his own role as father.
...more
",452
167,"
Finalist for the PEN/Faulkner Award for Fiction, The Music of Chance follows Jim Nashe who, after squandering an unexpected inheritance, picks up a young gambler named Jack Pozzi hoping to con two millionaires. But when their plans backfire, Jim and Jack are indentured by their elusive marks and are forced to build a meaningless wall with bricks gathered from ruins of an
Finalist for the PEN/Faulkner Award for Fiction, The Music of Chance follows Jim Nashe who, after squandering an unexpected inheritance, picks up a young gambler named Jack Pozzi hoping to con two millionaires. But when their plans backfire, Jim and Jack are indentured by their elusive marks and are forced to build a meaningless wall with bricks gathered from ruins of an Irish castle. Time passes, their debts mount, and anger builds as the two struggle to dig themselves out of their Kafkaesque serfdom.New York Times-bestselling author Paul Auster (The New York Trilogy) brings us back into his strange, shape-shifting world of fiendish bargains and punitive whims, where chance is a powerful yet unpredictable force.
...more
",453
168,"
  A man pieces together clues to his past--and the identity of his captors--in this fantastic, labyrinthine novel  An old man awakens, disoriented, in an unfamiliar chamber. With no memory of who he is or how he has arrived there, he pores over the relics on the desk, examining the circumstances of his confinement and searching his own hazy mind for clues. Determining that


A man pieces together clues to his past--and the identity of his captors--in this fantastic, labyrinthine novel

An old man awakens, disoriented, in an unfamiliar chamber. With no memory of who he is or how he has arrived there, he pores over the relics on the desk, examining the circumstances of his confinement and searching his own hazy mind for clues.
Determining that he is locked in, the man--identified only as Mr. Blank--begins reading a manuscript he finds on the desk, the story of another prisoner, set in an alternate world the man doesn't recognize. Nevertheless, the pages seem to have been left for him, along with a haunting set of photographs. As the day passes, various characters call on the man in his cell--vaguely familiar people, some who seem to resent him for crimes he can't remember--and each brings frustrating hints of his identity and his past. All the while an overhead camera clicks and clicks, recording his movements, and a microphone records every sound in the room. Someone is watching.
Both chilling and poignant, Travels in the Scriptorium is vintage Auster: mysterious texts, fluid identities, a hidden past, and, somewhere, an obscure tormentor. And yet, as we discover during one day in the life of Mr. Blank, his world is not so different from our own.

...more
",454
169,"
In a distant and unsettling future, Anna Blume is on a mission in an unnamed city of chaos and disaster. Its destitute inhabitants scavenge garbage for food and shelter, no industry exists, and an elusive government provides nothing but corruption. Anna wades through the filth to find her long-lost brother, a one-time journalist who may or may not be alive. New York 
In a distant and unsettling future, Anna Blume is on a mission in an unnamed city of chaos and disaster. Its destitute inhabitants scavenge garbage for food and shelter, no industry exists, and an elusive government provides nothing but corruption. Anna wades through the filth to find her long-lost brother, a one-time journalist who may or may not be alive. New York Times-bestselling author Paul Auster (The New York Trilogy) shows us a disturbing Hobbesian society in this dystopian, post-apocalyptic novel.
...more
",455
170,"
New York Timesbestselling author Paul Auster (The New York Trilogy) opens Leviathan with the tearing of a bomb explosion and the death of one Benjamin Sachs. Ben’s one-time best friend, Peter Aaron, begins to retrospectively investigate the transformation that led Ben from his enviable stable life, to one of a recluse. Both were once intelligent, yet struggling novelists
New York Times bestselling author Paul Auster (The New York Trilogy) opens Leviathan with the tearing of a bomb explosion and the death of one Benjamin Sachs. Ben’s one-time best friend, Peter Aaron, begins to retrospectively investigate the transformation that led Ben from his enviable stable life, to one of a recluse. Both were once intelligent, yet struggling novelists until Ben’s near-death experience falling from a fire escape triggers a tumble in which he becomes withdrawn and disturbed, living alone and building bombs in a far-off cabin. That is, until he mysteriously disappears, leaving behind only a manuscript titled Leviathan, pages rustling in the wind.
...more
",456
171,"
A timeless, utterly charming Christmas fable, beautifully illustrated and destined to become a classic. When Paul Auster was asked by The New York Times to write a Christmas story for the Op-Ed page, the result, ""Auggie Wren's Christmas Story,"" led to Auster's collaboration on a film adaptation, Smoke. Now the story has found yet another life in this enchanting illustrated
A timeless, utterly charming Christmas fable, beautifully illustrated and destined to become a classic. When Paul Auster was asked by The New York Times to write a Christmas story for the Op-Ed page, the result, ""Auggie Wren's Christmas Story,"" led to Auster's collaboration on a film adaptation, Smoke. Now the story has found yet another life in this enchanting illustrated edition.It begins with a writer's dilemma: he's been asked by The New York Times to write a story that will appear in the paper on Christmas morning. The writer agrees, but he has a problem: How to write an unsentimental Christmas story? He unburdens himself to his friend at his local cigar shop, a colorful character named Auggie Wren. ""A Christmas story? Is that all?"" Auggie counters. ""If you buy me lunch, my friend, I'll tell you the best Christmas story you ever heard. And I guarantee every word of it is true.""And an unconventional story it is, involving a lost wallet, a blind woman, and a Christmas dinner. Everything gets turned upside down. What's stealing? What's giving? What's a lie? What's the truth? It's vintage Auster, and pure pleasure: a truly unsentimental but completely affecting tale.
...more
",457
172,"
Several months into his recovery from a near-fatal illness, thirty-four-year-old novelist Sidney Orr enters a stationery shop in the Cobble Hill section of Brooklyn and buys a blue notebook. It is September 18, 1982, and for the next nine days Orr will live under the spell of this blank book, trapped inside a world of eerie premonitions and puzzling events that threaten to
Several months into his recovery from a near-fatal illness, thirty-four-year-old novelist Sidney Orr enters a stationery shop in the Cobble Hill section of Brooklyn and buys a blue notebook. It is September 18, 1982, and for the next nine days Orr will live under the spell of this blank book, trapped inside a world of eerie premonitions and puzzling events that threaten to destroy his marriage and undermine his faith in reality.Why does his wife suddenly break down in tears in the backseat of a taxi just hours after Sidney begins writing in the notebook? Why does M. R. Chang, the owner of the stationery shop, precipitously close his business the next day? What are the connections between a 1938 Warsaw telephone directory and a lost novel in which the hero can predict the future? At what point does animosity explode into violence? To what degree is forgiveness the ultimate expression of love?Paul Auster’s mesmerizing eleventh novel reads like an old-fashioned ghost story. But there are no ghosts in this book—only flesh-and-blood human beings, wandering through the haunted realms of everyday life. At once a meditation on the nature of time and a journey through the labyrinth of one man’s imagination, Oracle Night is a narrative tour de force that confirms Auster’s reputation as one of the boldest, most original writers at work in America today.
...more
",458
173,"
During the 20th Century, France was home to many of the world's greatest poets. This collection highlights some of the very best verse that came out of a country and century defined by war and liberation. Let Paul Auster guide you through some of the best poetry that 20th century France has to offer.""Indispensable . . . a book that everyone interested in modern poetry
During the 20th Century, France was home to many of the world's greatest poets. This collection highlights some of the very best verse that came out of a country and century defined by war and liberation. Let Paul Auster guide you through some of the best poetry that 20th century France has to offer.""Indispensable . . . a book that everyone interested in modern poetry should have close to hand, a source of renewable delights and discoveries, a book that will long claim our attention . . . To my knowledge, no current anthology is as full and as deftly edited.""--Peter Brooks, The New York Times Book Review""One of the freshest and most exciting books of poetry to appear in a long while . . . Paul Auster has provided the best possible point of entry into this century's most influential body of poetry.""--Geoffrey O'Brien, The Village Voice
...more
",459
174,"
Excerpts of Auster's writings on New York, with photographs by Frieder Blickle.
",460
